6214	gal0	gal5	gal10	gal15	gal20	gal30	gal45	gal60	gal90	gal120	gal240	gal480	gal720	gal960	gal1200	gal1440	glu0	glu5	glu10	glu15	glu20	glu225	glu25	glu30	glu60	glu120	glu240	glu360	glu480	glu600	glu720
YPL049C	-0.086784553	-0.133134457	-0.188359441	-0.166878569	-0.16030532	-0.147644464	0.0594817	0.014464879	0.203702148	0.158686238	0.321290242	0.390546441	0.323772564	0.215299672	0.193444165	0.346869707	0.072785885	-0.146435279	-0.022992	0.011656246	0.118922239	0.152574729	0.237619119	0.448255644	0.427162277	0.310959039	0.12850283	-0.062655615	-0.065139887	0.159114087	0.118328148
YPL050C	0.473108843	0.32944162	-0.047923931	-0.604321633	-0.958109628	-0.915472594	-0.207435248	-0.070489305	-0.213713137	-0.113276304	0.220792838	0.45754597	0.405908761	0.222249304	0.018094687	-0.087115924	0.167648089	0.198806443	0.329761601	0.390754768	0.060406568	-0.109037239	-0.219091131	-0.315895849	-0.205141248	-0.00892545	-0.232788628	0.566468701	0.596319084	0.55703591	0.507242736
YPL051W	0.182703852	0.292585466	0.309163851	0.649026627	0.761132112	0.874967319	0.506017152	0.089808888	-0.428997771	-0.739903095	-0.508384453	-0.510985891	-0.389498498	-0.329256668	-0.186270746	-0.164863804	0.266927893	0.385531007	0.354677231	0.327986778	0.274940859	0.213724712	0.215372078	0.181241963	-0.45911113	-0.240787665	-0.241327293	-0.054785801	-0.005357367	-0.001834586	-0.123821587
YPL052W	0.213541573	0.195380426	0.047413523	-0.189502061	-0.347683544	-0.29305556	-0.071908437	0.074559236	0.230455239	0.0618165	0.100553118	-0.114378025	-0.003792458	-0.027785331	0.051066468	-0.088710587	-0.017361259	-0.018485087	0.116191157	0.293347346	0.135739098	0.070908319	-0.009013617	-0.186106894	-0.20417552	-0.022702439	-0.094132102	0.14729767	0.284788389	0.363166081	0.167059216
YPL053C	-0.071418775	-0.08607939	-0.30781195	0.126921107	-0.080488338	-0.365937338	-0.35521151	-0.221058448	-0.348818497	-0.154057555	-0.041076255	0.230010693	0.105103315	0.135675572	-0.098715381	0.147302377	-0.312656228	-0.283815162	-0.218302429	-0.236633161	-0.212306781	-0.170390554	-0.134762014	-0.264376529	-0.208377656	-0.195899274	-0.022208988	0.234917269	0.349738372	0.444761607	0.264100472
YPL054W	0.353288433	0.080408642	0.018983157	-0.1269774	-0.018591917	-0.206958311	0.052781316	0.354284419	0.703872408	0.259587953	0.064556022	-0.140552234	-0.107510353	0.618834823	-0.151335931	-0.084827404	0.066452586	-0.074163008	0.296823509	0.2874467	0.493082019	0.321416052	0.040258534	-0.171998923	-0.0098	-0.108809041	-0.013246922	-0.007468761	-0.00337231	-0.150178839	-0.0066915
YPL055C	0.497213217	0.508759156	0.130806159	0.022132084	-0.208682189	-0.332251599	-0.232787093	0.149137318	0.395809554	0.186259203	0.357517006	-0.009412109	0.262050018	0.162453709	0.267880107	0.098247026	-0.009576589	0.081940105	0.114473666	0.045574781	-0.029042887	-0.053152201	-0.038374877	-0.177766672	-0.110365129	0.05051973	-0.013502383	0.148641952	0.14797324	0.303777036	0.133815277
YPL056C	-0.309977053	-0.592095486	0.156192689	0.568377767	0.633467946	0.368473204	0.066477881	-0.048467139	-0.272523939	-0.003432793	-0.12731532	-0.183135345	-0.042833544	-0.096833135	-0.037150755	0.047856599	-0.172482503	-0.114946167	-0.221803307	-0.070592759	-0.007334651	-0.063367577	-0.087609025	0.027146452	0.101609861	0.073277256	0.130869754	0.171404951	0.308718989	0.222659781	0.046376815
YPL057C	0.733694688	0.926705817	0.36219137	0.152018987	-0.429286443	-0.372822363	0.22500894	0.37414207	0.402002732	0.311412485	0.512427657	0.267358489	0.373809578	0.368980207	0.199660482	0.264013778	0.222911129	0.310694916	0.353645127	0.415382129	0.310610094	0.303648847	0.359228858	0.142287432	-0.047337815	0.222431814	-0.191071275	0.518600976	0.558907962	0.397072958	0.159452709
YPL058C	-0.019522995	-0.077767151	0.043628032	-0.000783976	0.140775212	0.046957391	0.205824337	0.105529164	0.092989741	-0.040273906	0.194928931	0.135587195	-0.007428442	0.072559311	0.089104082	0.2164507	-0.000106351	-0.041965548	-0.050815164	0.119130374	0.191966739	0.110130697	0.079075007	0.077049853	0.034735682	0.280410397	0.246698215	0.045761899	0.021597882	-0.079182823	0.135793761
YPL059W	-0.353934134	-0.177725482	-0.298468841	-0.08038554	-0.20198651	0.362309977	-0.054832633	0.065293362	0.038893044	-0.341381494	-0.130816951	-0.261197143	0.191153302	-0.079196188	0.350726818	0.157094512	0.597038923	0.223559587	-0.14197913	0.335301953	-0.166609833	0.04263815	0.04337603	0.019760163	-0.099373337	0.368285733	0.365835193	-0.482806686	-0.464687164	-0.434761408	-0.461893686
YPL060C	-0.186472554	-0.217977733	-0.116424692	0.054985642	0.061177486	0.384944666	-0.564100234	-0.443820063	-0.405672879	-0.534499455	0.166454891	0.366701238	0.175672181	0.358204989	0.526180102	0.132561006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL060W	-0.101775495	-0.139121236	-0.239385026	-0.116270444	-0.106454301	0.182820473	0.069003027	0.095695625	0.271884368	0.195510238	0.271569212	0.104524319	0.34339525	0.349979246	0.37423158	0.395668211	-0.114190753	-0.238186977	-0.351328276	-0.253732479	-0.196456294	-0.149328293	-0.100106042	-0.093930891	0.187231614	0.440368098	0.470962777	-0.951511076	-1.415813254	-2.098593695	-1.481244198
YPL061W	-0.701667232	-1.124753059	-0.621848773	-1.150501235	-1.056028665	-0.608654096	-1.094004577	-0.469910168	-0.608551763	-0.305024686	-1.150290248	-1.083439991	-1.376368919	-1.372480592	0.15053955	0.122034893	-0.084788428	-0.202757177	-0.052584373	-0.001052135	0.141088617	0.123565477	0.072920041	0.230246749	0.469066242	0.607948314	0.520854198	1.077622857	1.319971399	1.392177081	0.781018576
YPL062W	-0.088898026	0.768381197	0.56639876	0.315644234	0.067580575	1.385890874	1.769612084	0.799555738	1.338995128	1.11475189	0.508230668	0.453939737	0.830490787	0.546897926	0.606645843	0.77544693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL063W	0.023814318	0.104025485	-0.264169795	-0.318478907	-0.334585234	-0.165538905	0.04961025	0.038406709	0.269003994	0.178326532	0.030036446	-0.088005712	-0.017643908	0.059184452	0.008767934	0.182145765	-0.019773099	0.059059747	0.10896045	0.214451408	0.253578174	0.129420901	0.0282457	0.077511179	0.007712277	0.097163314	0.108794112	-0.45640787	-0.321437444	-0.29258053	-0.197979459
YPL064C	0.064343222	0.221529165	-0.06857175	-0.247418084	-0.435335212	-0.326842183	0.044507251	0.12149251	0.248129316	0.271417294	0.188935475	0.319884032	0.318134726	0.182126315	0.082276848	0.179042021	0.075834582	0.170327582	0.123079892	0.278711568	0.231582903	0.297926236	0.352241853	0.275794658	0.105233794	0.14977555	0.090710031	-0.050607774	0.044225095	0.033403934	-0.010493885
YPL065W	-0.137138402	-0.12382169	-0.048389994	0.093233423	0.089818372	-0.014378578	-0.069205582	-0.05885005	-0.034122877	-0.017320153	-0.043742715	-0.02195906	-0.002029347	-0.011347954	-0.12653142	0.005527102	-0.075515312	-0.052345172	-0.004293153	0.082595645	-0.019174875	-0.041482964	-0.05908182	0.073036355	0.053720852	-0.006657663	-0.072763887	-0.049734126	-0.120041906	0.061780211	0.086812655
YPL066W	0.598153033	0.676255291	0.57014564	0.18526196	-0.148636138	-0.005662698	0.29942455	0.119076061	0.094342088	-0.133237104	-0.446384058	-0.77843664	-0.734399572	-0.723686034	-0.64464363	-0.630596621	0.528851329	0.687242951	0.626738553	0.483496773	-0.000782455	0.053556777	0.068876813	-0.059280883	-0.375150805	-0.218459145	-0.81914618	0.187983895	0.123416981	0.27199763	0.140688813
YPL067C	-0.88650547	-1.120122754	-0.10921919	0.83617451	1.136804101	0.876246853	0.23068558	0.056334058	-0.298136561	-0.641245187	-0.085848137	0.102623958	0.000284895	-0.15190145	-0.338687681	-0.044348012	0.693049195	-0.37228439	-0.748588106	-0.832441657	-0.966653972	-1.053292649	-1.145876642	-0.932804887	-0.116335313	0.296879326	1.117651775	0.31448182	0.297319387	0.027545327	0.220481341
YPL068C	-0.203540484	-0.057563453	-0.127739295	0.051559751	-0.003593532	0.099571875	0.11035661	-0.152854696	-0.087179703	0.122908888	-0.010908281	0.002244024	0.012892156	-0.048047496	-0.125247162	0.019621698	-0.127710219	-0.233332746	-0.315389423	-0.244827789	-0.20025178	-0.014818566	0.121178199	0.013473883	-0.021596186	0.030366037	0.262464079	-0.159861072	0.025530655	0.260863479	0.137557402
YPL069C	0.039195473	0.099535415	0.315395758	0.4030785	0.584794587	0.546209023	0.001898006	-0.064016409	-0.045327233	-0.249443375	0.068333234	-0.074668796	0.106334883	0.125911046	0.32305242	0.110896798	0.3949229	0.117426507	0.056757858	0.020546046	0.136417171	0.097537028	0.054919305	0.1787191	-0.181193186	0.051339198	0.352694663	0.243389222	0.334055261	0.362842149	0.112650108
YPL070W	0.120588984	0.443012511	0.143355847	-0.351167023	-0.062252377	0.407065176	-0.18042958	0.014780729	0.209083151	0.197650529	-0.057891648	-0.200443459	-0.089156013	-0.140810345	-0.391783914	-0.148799864	0.312102567	0.502374153	0.832970862	0.271428258	0.4231571	0.386552464	0.459518847	0.413513613	0.084313188	0.268559283	0.546239529	0.286755782	0.09357086	0.243979273	0.049593696
YPL071C	-0.504982948	-0.783303758	-0.176516586	0.568403119	0.939822057	0.769170105	0.195094319	0.065738355	-0.131982657	-0.198226397	-0.028973456	-0.254973036	-0.191328301	-0.193675112	-0.035829754	-0.021538868	0.296237725	-0.237230445	-0.717114525	-0.732026003	-0.780263798	-0.687371143	-0.634517875	-0.224893558	0.03603119	0.09875113	0.676405275	0.114130319	0.036412314	0.083606178	0.023481694
YPL072W	0.142018867	0.216807413	0.082471988	0.208927837	0.061592214	0.241544761	0.01987318	-0.062978553	-0.100091247	-0.050089394	0.012211903	-0.016906988	0.174148777	0.012574335	-0.029255055	0.053546149	0.057319774	0.03460457	-0.074061452	-0.015008168	0.116879778	0.150562913	0.201956433	0.067965585	0.064581297	-0.014429931	0.116474766	-0.568394133	-0.69379298	-0.607037412	-0.516316048
YPL073C	0.245061748	0.104054004	0.22205909	0.205845191	0.351504067	0.377965518	0.287539161	-0.075571727	-0.39547725	-0.324896439	-0.212488619	-0.036971496	-0.100809663	-0.160872324	-0.148044342	-0.149879726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL074W	0.29457177	0.301400238	0.186962084	0.433979978	0.371803404	0.578007015	0.363066653	0.119994833	0.134835504	0.023096718	0.046810819	0.090328452	0.326343052	0.032881045	0.045783086	-0.008476957	0.197280714	0.100044869	-0.125827207	-0.035809679	0.040587046	0.081543348	0.182725467	0.07848986	0.149176367	0.1231475	-0.050658885	0.042102633	0.276058271	0.403848834	0.028000578
YPL075W	-0.028432596	-0.09165691	0.105354476	0.1619383	0.173837156	-0.083848993	-0.082141224	-0.165218495	-0.220129629	-0.161367254	-0.179754731	-0.38777126	-0.254533829	-0.10618247	-0.31724536	-0.237416406	-0.067429389	0.06816377	0.06497795	0.090608937	0.114529558	0.084975668	-0.002936778	-0.065251324	-0.131089387	-0.261361517	-0.159978696	0.096481539	-0.00848258	-0.153530816	0.107405389
YPL076W	0.270625223	0.426279847	0.208696371	0.533295707	0.428518456	0.497097043	0.100152312	-0.012645199	-0.063596207	-0.083491964	-0.280054532	-0.306339821	-0.236178898	-0.259848062	-0.246548834	-0.125448686	0.195958214	0.262452004	0.063147865	-0.00221142	-0.160044584	-0.037067458	0.192786264	0.178327135	0.106511578	0.101642232	-0.001468345	0.14541492	0.132755884	0.167637509	0.071890132
YPL077C	0.684473871	0.760419347	0.92339173	0.689770911	0.776246912	0.342468368	-0.09867999	-0.040036758	-0.293497195	-0.739459422	-0.723923565	-1.248112785	-1.196269685	-1.055910196	-0.802234212	-1.005429633	0.774276093	0.671584474	0.589283656	0.32803151	0.096259529	-0.113617924	-0.21710754	-0.519186523	-0.562314681	-0.644541617	-0.456947113	0.107027136	-0.231351832	-0.025786808	-0.059825182
YPL078C	0.141502801	0.162644207	-0.149504868	-0.039215239	-0.182699583	0.285519185	0.115815313	0.141946752	0.196052942	0.432573554	0.280931831	0.075060297	0.200409792	0.043414594	-0.070727184	0.096459891	0.015713287	0.078885942	-0.092594273	-0.046762461	-0.028879564	0.048305881	0.124743382	0.026707416	0.180761638	0.204128267	0.034884949	-1.077448143	-1.181046749	-1.142709677	-1.027252274
YPL079W	0.087138215	-0.109597758	-1.013551312	-1.491816714	-1.254147893	-0.750974351	0.297491049	0.429195763	0.262773583	0.070534069	0.299436823	0.145749995	0.209773706	0.253678007	0.374668228	0.216848239	-0.04842389	0.04796863	-0.019638843	0.023442023	0.149849665	0.089340184	0.048097343	-0.09657977	0.140301588	0.010435743	-0.084643242	0.085632206	0.173472449	0.158365654	0.198283515
YPL080C	0.395142068	0.470841447	0.223569304	-0.038525938	-0.069233971	0.052691046	-0.067675076	0.221230879	0.277622324	0.085865564	0.274264858	0.072493465	0.158881585	0.040034503	0.070770915	0.030597008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL081W	0.3110094	0.334094459	0.225648794	-0.169831669	-0.357750843	-0.391148707	-0.070260731	0.088213013	0.24881836	0.233743822	0.443514472	0.220383342	0.207708405	0.165478867	0.144783385	0.178490997	-0.004284305	0.133425362	0.225993738	0.228307458	0.171198519	0.094123347	0.089424335	0.068013383	0.151169079	-0.040520025	-0.130635044	0.067791002	0.030389168	0.140935456	0.150481715
YPL082C	-0.266539515	-0.492226723	-0.402022451	0.101426911	0.184699638	0.440481365	-0.120237283	-0.019589959	-0.011770055	0.208417893	0.418104177	0.789616554	1.251314147	0.791533615	0.770802372	0.753196255	-1.140640781	-1.421151658	-1.052843452	-0.976020347	-1.117531057	-0.858321218	-0.514219414	-0.678595486	-0.126237895	0.775507867	1.595666771	0.152549854	0.33071837	0.266356918	0.167685489
YPL083C	0.153110504	-0.55842637	-0.149657652	0.352162961	0.155950269	-0.126255672	-0.589801395	-0.23944699	-0.243344666	-0.339118776	0.359998058	0.589929716	0.388749466	0.491894436	0.511969079	0.300434144	-0.234674338	-0.479543123	0.099043994	-0.150263415	0.004707393	-0.005506704	0.04054877	0.082539658	0.183152722	0.568560736	0.696387246	-0.009055415	-0.105319178	-0.179359401	-0.095073535
YPL084W	-0.461432961	-0.784531068	-0.302915673	0.095272616	-0.04020684	0.93117985	0.41152682	0.199528206	0.082113316	0.186316155	0.110436286	0.0600968	0.420116398	0.360788792	0.316598567	0.453407349	-0.511792474	-0.528814223	-0.411902282	-0.029521062	0.476286151	0.565297724	0.668985973	0.469118798	0.28262796	0.083587855	0.463926622	0.187623475	0.315713082	0.272114615	0.193846399
YPL085W	0.7034223	0.682735715	0.607446805	0.282927092	0.353438855	0.27186104	-0.037245416	-0.205968966	-0.599766088	-1.152593524	-0.640169245	-1.004469504	-0.866698003	-0.919177152	-0.863912515	-1.06365245	0.399982407	0.366581325	0.085240135	-0.276475065	-0.25331607	-0.354295719	-0.259326659	-0.174101542	-0.412880493	-0.52315704	-0.734978818	0.616544249	0.590793134	0.375903384	0.34787157
YPL086C	0.008174826	0.533080813	0.237801884	0.497887528	0.316450504	0.576128417	0.071853891	-0.249812133	-0.027169578	-0.612060771	-0.71798865	-0.523343393	-0.423738457	-0.926311407	-0.436991876	-0.397782955	0.35863671	0.342386162	0.145912691	0.238533571	0.200372132	0.211821183	0.211654	0.149523207	-0.275666247	-0.520890236	-0.628055272	-0.206985698	-0.096693073	0.044712366	-0.082817706
YPL087W	0.623705576	0.751652822	0.451085425	0.033007622	-1.143162489	-2.196211002	-1.03141212	-0.157221338	0.199212131	0.239643648	0.379903785	0.271922918	0.221500827	0.108987172	-0.174083691	0.010457807	0.03260635	0.24842628	0.380783902	0.565806083	0.406464491	0.190600965	0.007430909	-0.056524437	-0.21430199	0.042224712	-0.424452818	-0.353406167	-0.611771984	-0.83393554	-0.838778263
YPL088W	0.238100565	0.441961618	0.583748422	0.150011444	-0.091040531	-0.212312556	-0.239668601	-0.345330651	-0.381317478	-0.183111268	0.150772097	0.518821696	0.539356054	0.45826134	0.388840088	0.404454846	0.05931546	0.365103117	0.258865268	0.169649299	0.151853234	0.175352185	0.200189153	0.090213017	-0.01772567	0.072240648	0.500288686	0.371910278	0.429898201	0.340820826	0.187541151
YPL089C	-0.416236905	-0.44269306	-0.009236319	0.310804981	0.304379519	0.084099221	-0.134489369	-0.124092992	-0.183744218	0.06607575	-0.011854178	-0.114732397	-0.195145543	-0.209343647	-0.16393309	0.047422714	-0.256486023	-0.036819234	-0.240339501	-0.230682775	-0.103398895	-0.160384968	-0.219065017	-0.065284514	0.157515631	-0.080050717	0.219675384	0.113171828	0.182311277	0.25851846	0.141589475
YPL090C	0.442453028	0.49708178	0.211594303	-0.009192659	-0.161258858	-0.307268698	-0.197554495	0.101646616	0.287764665	0.103140907	0.216054278	0.140640984	0.214470131	0.148864696	0.145793707	0.109295386	-0.075784174	-0.184286828	-0.113664291	0.078116705	0.012312855	-0.066281947	-0.097280056	0.025091626	-0.136689811	0.029887582	0.183428599	0.19400971	0.315781986	0.128477901	0.190838731
YPL091W	0.127110828	0.186959001	0.212444296	0.261081182	0.369336872	0.119509954	0.002118363	0.088311116	0.27220466	0.066788106	0.047538583	-0.166061196	-0.185719811	-0.318641527	-0.25663799	-0.215929381	0.091153823	-0.132966418	-0.093075818	-0.105549108	-0.076241777	-0.100486118	-0.130584982	-0.022988943	-0.023825054	-0.115555938	0.040227495	-0.268170385	-0.32909284	-0.402152542	-0.444803103
YPL092W	0.823546099	0.871854715	1.172740883	1.268720913	1.299894705	1.187766314	1.214099844	0.894492668	0.651545801	0.122302612	0.013178348	-0.058908219	0.040586566	0.231871048	-0.13509461	-0.446092573	0.29452998	-0.037456725	-0.520545797	-0.557951825	-0.245060709	-0.158388486	-0.10927617	-0.201916658	-0.07152728	0.174209572	0.321509528	-0.131601697	0.149345231	0.103989108	-0.131808371
YPL093W	0.085774586	0.159282695	0.072143338	0.032595669	0.028712642	-0.07576445	-0.088997933	0.028428877	-0.077117053	-0.245307798	-0.182235682	-0.247413735	-0.222482169	-0.312035462	0.237559618	0.118230262	0.380774917	0.380002258	0.359704975	0.427947404	0.408027429	0.415345755	0.402978142	0.502505115	-0.114914073	-0.088379061	-0.121569882	0.184116432	0.322447944	0.28433714	0.301700436
YPL094C	-0.099068924	0.09822446	0.092366514	0.526936053	0.322707321	0.251426656	0.091988543	0.007512613	-0.036484206	0.082986339	0.098282732	-0.021445923	-0.098381027	0.072469755	-0.254722676	0.108743993	-0.043661935	0.028391731	-0.276843984	-0.254618606	0.088023906	0.212174653	0.248441551	0.262967121	0.287000284	0.3001115	0.293941482	0.374531348	0.265759939	0.291300159	0.126214042
YPL095C	1.928065212	2.053726897	2.008250543	1.784860948	1.550932974	1.089545753	1.45392545	0.905969991	0.631931023	0.546715491	0.457767465	-0.226669462	-0.393211425	-0.463357608	-0.728013748	-1.250423818	0.344893027	0.20290693	-0.163824003	-0.512819984	-0.568564486	-0.547101924	-0.603485636	-0.353346097	-0.423191235	-0.477021222	-0.333842262	-0.762806869	-0.618617429	-0.594012847	-0.547413453
